Artist,Number of Searches
DaniLeigh,1170000
Lil Mosey,1730000
Denzel Curry,7910000
Duckwrth,12600000
Ocho Sneak,372000
D Savage,237000000
6ix9ine,20600000
Aminé,2780000
Q Da Fool,18500000
Sheck Wes,3700000
D Savage,237000000
$uicideBoy$,3250000
Cuz Lightyear,360000
Oren Major,9350000
Young Thug,75400000
Trippie Redd,7980000
J.I.D,14400000
Trill Sammy,1110000
Cuban Doll,18200000
Coi Leray,488000
Dappy,1210000
Pi’erre Bourne,273000
Trill Sammy,1110000
Lil Reek,736000
BamSavage,30800
Smokepurpp,3430000
Xander850,11600
Scarlxrd,2050000
Duckwrth,12600000
Kash Doll,6750000
Oren Major,9350000
Joey Purp,1300000
$uicideBoy$,3400000
Icy Narco,554000
Kevin George,444000000
Rico Pressley,779000
Mike Smiff,195000
Young M.A,1520000000
Col3trane,128000
5am,58000000
Oren Major,9350000
Lil Boom,36600000
The Black Keys,896000000
Bishop Briggs,13500000
Cage The Elephant,53100000
The Ballroom Thieves,1340000
Barns Courtney,3390000
Kaleo,3920000
Hozier,20600000
Cedric Burnside,499000
Bryce Fox,32700000
Devon Gilfillian,61100
Bones Owens,6660000
Seinabo Sey,789000
Hozier,20600000
Kail Baxley,44100
Black Rebel Motorcycle Club,49400000
Nathaniel Rateliff & The Night Sweats,1200000
Isobel Campbell,3780000
Dorothy,233000000
Fantastic Negrito,657000
Barns Courtney,3390000
JD McPherson,7490000
The Score,2530000000
Welshly Arms,409000
Striking Matches,73500000
Johnny Cash,158000000
Paul Cauthen,406000
Bones Owens,6660000
Caitlyn Smith,10100000
Bishop Briggs,13500000
Anderson East,check
The War and Treaty,106000000
Hugo,643000000
Dorothy,233000000
Kaleo,3920000
Ben Miller Band,47100000
KONGOS,91500000
Matt Maeson,376000
Bressie,180000
Ron Pope,25400000
NEEDTOBREATHE,53700000
Hozier,20600000
The Stone Foxes,15700000
Welshly Arms,409000
Everest Cale,444000
Skin & Bones,3350000000
Dan Auerbach,6740000
Benjamin Booker,12000000
Jill Andrews,25300000
William Crighton,317000
Odetta Hartman,233000
X Ambassadors,60500000
Jonathan Tyler,108000000
Dan Auerbach,6740000
The Dead Weather,678000000
Brown Bird,1350000000
Lucy Dacus,581000
Caught A Ghost,99700000
Band Of Skulls,22900000
Quaker City Night Hawks,659000
Little May,5770000000
Juliet Simms,3880000
Kelsey Waters,11300000
Robert Ellis,139000000
Nikki Lane,check
Escondido,73700000
Lindi Ortega,325000
The Veils,29800000
Shovels & Rope,120000000
Hanni El Khatib,267000
The White Buffalo,586000000
No Sinner,48600000
Goodbye June,140000000
Findlay,32400000
Whitehorse,110000000
Larkin Poe,2570000
KT Tunstall,2300000
Laura Marling,2490000
Devan DuBois,242000
Jesper Munk,815000
Jack Broadbent,3340000
All Them Witches,84200000
Jack White,1920000000
Adia Victoria,1520000
Flip Grater,1020000
Zac Brown Band,20000000
Ryan Culwell,202000
Miranda Lambert,28500000
Band Of Skulls,22900000
Hiss Golden Messenger,687000
Luke Winslow-King,3170000
Rose Cousins,47400000
Welshly Arms,409000
Jack White,1920000000
Jeremiah Tall,9290000
The Heavy,1500000000
Trippie Redd,7940000
XXXTENTACION,63900000
Juice WRLD,20900000
$uicideBoy$,3400000
Lil Skies,20300000
Trippie Redd,7980000
Lil Xan,12300000
Lil Peep,32900000
Paris,3150000000
XXXTENTACION,63900000
Global Dan,1320000000
Lil Xan,12300000
Juice WRLD,20900000
Lil Skies,21600000
$uicideBoy$,3230000
Wifisfuneral,642000
dying in designer,76400000
Cold Hart,82500000
Joji,9760000
Oliver Francis,98000000
shattered,97900000
070 Shake,3400000
Jesus Honcho,534000
"nothing,nowhere.",nowhere.
Brennan Savage,15000000
Kid $Ixty,16800
SinceWhen,14700000
6 Dogs,925000000
Marshmello,73500000
6 Dogs,925000000
Lil Lucifer,5540000
Fat Nick,123000000
Lil Peep,32900000
6 Dogs,925000000
Smrtdeath,153000
Lil Peep,32900000
Trippie Redd,7980000
Juice WRLD,20900000
Wavy Jone$,56400
Lil Peep,32900000
Yunggoth✰,30100
✦Pink Cig✦,908000
Lil Peep,32900000
James Colt,29900000
Yung Pinch,2880000
Lil Peep,33100000
$uicideBoy$,3400000
Killavesi,17200
Lil Peep,32900000
shinigami,10500000
Calvin Harris,91300000
BLACKPINK,172000000
Ariana Grande,262000000
Halsey,116000000
Post Malone,142000000
Dua Lipa,65800000
DJ Snake,142000000
Charli XCX,18500000
Maroon 5,2910000000
Little Mix,1720000000
Sia,676000000
Ciara,65800000
Marshmello,73500000
Taylor Swift,336000000
Rihanna,194000000
Beyoncé,240000000
Years & Years,16710000000
Lauv,7690000
BLACKPINK,172000000
Silk City,459000000
Anne-Marie,765000000
Katy Perry,162000000
Ariana Grande,262000000
Ava Max,87600000
Khalid,125000000
Dua Lipa,65800000
BLACKPINK,172000000
Cardi B,208000000
Selena Gomez,196000000
5 Seconds of Summer,296000000
Billie Eilish,79700000
Calvin Harris,check
Jonas Blue,290000000
Dua Lipa,65800000
The Chainsmokers,24400000
GASHI,13300000
Bazzi,14600000
Anderson .Paak,6290000
Jess Glynne,11200000
Zara Larsson,19100000
Shawn Mendes,114000000
Ella Mai,87300000
benny blanco,23300000
P!nk,442000000
Dua Lipa,65800000
NOTD,4460000
Ella Mai,87300000
ZAYN,75000000
Robyn,90600000
Zedd,20500000
Troye Sivan,20600000
MNEK,1910000
Zedd,20500000
BLACKPINK,172000000
BTS,606000000
Maggie Rogers,32800000
Troye Sivan,20600000
Sigrid,37000000
Grace Carter,79900000
ALMA,590000000
The Chainsmokers,24400000
Kehlani,10200000
Col3trane,128000
Alessia Cara,20700000
Selena,232000000
Pete Astudillo,266000
David Lee Garza,13500000
La Mafia,186000000
Bobby Pulido,1260000
Los Palominos,892000
Mazz,3060000
David Olivarez,843000
Selena,232000000
Intocable,4990000
Mazz,3060000
Jimmy Gonzalez Y Grupo Mazz,86900
Roberto Pulido,9070000
Bobby Pulido,1260000
David Lee Garza,13500000
Bobby Pulido,1260000
Little Joe,978000000
La Mafia,186000000
Jimmy Gonzalez Y Grupo Mazz,86900
Selena,232000000
Mazz,3060000
La Tropa F,7970000
Jimmy Gonzalez Y Grupo Mazz,86900
La Mafia,186000000
Ram Herrera,8840000
Gary Hobbs,13500000
Selena,232000000
Intocable,4990000
Jay Pérez,54300000
Mazz,3060000
Mazz,3060000
Selena,232000000
Ram Herrera,8840000
David Lee Garza,13500000
Bobby Pulido,1260000
Mazz,3060000
Roberto Pulido,9070000
Gary Hobbs,13500000
Mazz,3060000
Grupo Limite,126000000
Ram Herrera,8840000
Selena,232000000
Jimmy Gonzalez Y Grupo Mazz,86900
Ram Herrera,8840000
Jay Pérez,54300000
Mazz,3060000
Grupo Limite,126000000
Joe Bravo,71400000
Elsa Garcia,23400000
Mazz,3060000
"quickly, quickly", quickly
Joji,9760000
yuzu blur,105000
Toonorth,157000
SPEECHLESS,70000000
demxntia,40200
Kupla,9400000
potsu,336000
Just Big Hills,513000000
Verzache,123000
Barnes Blvd.,10900000
Ryan Hemsworth,50600000
Kupla,9400000
A L E X,1800000000
biosphere,19600000
W00ds,52100
VELVETEARS,203000
Madson Project.,745000
Sonn,13500000
Dream Easy Collective,55500000
Ohwell,39100000
Peachy!,44200000
loftii,157000
SPEECHLESS,70000000
Behind Clouds,168000000
Verzache,123000
City Girl,8520000000
shogonodo,21800
Floreyyyy,46100
jalowo,88200
Barnes Blvd.,10900000
Ok2222,50000
Gnavis,9680
Drrreems,6990
Fujitsu,160000000
Harris Cole,90500000
Shrimpnose,14500
Imfinenow,70000
Kupla,9400000
Mishaal,808000
Drevm,28600
moow,942000
fantompower,38600
fcj,4540000
W00ds,52100
Rob Smyles,23200
Idealism,44200000
Equity Slate,13100000
mindbody&beats,48200000
Philanthrope,1590000
The Cure,520000000
Yazoo,12300000
New Order,7620000000
Anne Clark,123000000
Depeche Mode,38500000
The Clash,278000000
Siouxsie and the Banshees,3960000
Shriekback,224000
Eurythmics,8730000
The Smiths,78800000
In Tua Nua,5900000
Visage,188000000
Joy Division,106000000
The Church,2220000000
The Sound,3450000000
Tears For Fears,84500000
Front 242,171000000
Simple Minds,280000000
Morrissey,27600000
Fugazi,2340000
Kraftwerk,20800000
Liaisons Dangereuses,4770000
Depeche Mode,38500000
Killing Joke,82600000
The The,25270000000
The Human League,1470000000
The Human League,1470000000
Echo & the Bunnymen,633000000
The Cure,520000000
Toy Dolls,749000000
Bauhaus,73700000
Gary Numan / Tubeway Army,175000
The Jam,1240000000
The Smiths,77200000
Clan of Xymox,2140000
Siouxsie and the Banshees,3960000
Sisters of Mercy,50600000
The Cult,288000000
Talk Talk,2660000000
Japan,3910000000
Talking Heads,252000000
This Mortal Coil,6980000
Pixies,185000000
XTC,21000000
The Jesus and Mary Chain,49600000
Killing Joke,82600000
The Cramps,33600000
The Call,7590000000
The Mission,2140000000
The Feelies,540000
Lloyd Cole and the Commotions,200000
Simple Minds,280000000
Rheingold,4280000
Bauhaus,73700000
The Cure,520000000
Brian Eno,15000000
Thomas Dolby,11700000
TC Matic,9590000
Grauzone,1210000
Shriekback,224000
BAP,60200000
Aztec Camera,15000000
Prefab Sprout,848000
DAF,178000000
Wipers,266000000
Cocteau Twins,3240000
Public Image Ltd.,1230000000
Nick Cave & The Bad Seeds,56300000
Gang Of Four,364000000
Allez Allez,188000000
Meat Beat Manifesto,2440000
Medium Medium,2860000000
Tom Tom Club,1270000000
George Kranz,3070000
Fad Gadget,6280000
The Gun Club,710000000
Liquid Liquid,1420000000
U2,157000000
Luc Van Acker,1260000
The Sugarcubes,3320000
Sonny Thompson & Lula Reed,15900000
Lightnin' Hopkins,1140000
Rosco Gordon,588000
Tiny Bradshaw,9760000
Calvin Boze,680000
Roy Milton,29100000
Young Jessie,122000000
The Midnighters,1820000
Lil Greenwood,3760000
The Clovers,7380000
The Monotones,1190000
Amos Milburn,638000
Big Jay McNeely,519000
The Chords,243000000
Wilbert Harrison,3040000
Big Joe Turner,122000000
Varetta Dillard,53200
Willie Mabon,230000
Ray Agee,3430000
Faye Adams,29300000
Wynonie Harris,204000
Lil Son Jackson,63300000
The Drifters,12100000
The Du Droppers,362000
Ruth Brown,329000000
Esther Phillips,18400000
Illinois Jacquet,517000
Nappy Brown,22400000
Dinah Washington,8160000
Howlin' Wolf,4720000
Lloyd Price,133000000
Joe Liggins & The Honeydrippers,313000
The Robins,52800000
Etta James,19500000
Big Mama Thornton,6940000
Johnny Hodges,9450000
Ella Fitzgerald,20500000
The Swallows,117000000
Lionel Hampton,8210000
Bo Diddley,3280000
Britney Spears,check
Christina Aguilera,61400000
*NSYNC,9920000
Britney Spears,171000000
Beyoncé,240000000
Destiny's Child,16800000
Britney Spears,171000000
Spice Girls,231000000
Backstreet Boys,32600000
Destiny's Child,check
Britney Spears,171000000
*NSYNC,9920000
Christina Aguilera,61400000
Kelly Clarkson,68000000
TLC,110000000
Destiny's Child,16800000
P!nk,442000000
Christina Aguilera,61400000
t.A.T.u.,65400000
Britney Spears,171000000
Backstreet Boys,32600000
Destiny's Child,16800000
Childish Gambino,19500000
Luis Fonsi,33300000
Kendrick Lamar,70600000
Lorde,25100000
Bruno Mars,165000000
Logic,651000000
Bruno Mars,165000000
Alessia Cara,20700000
Khalid,125000000
Lil Uzi Vert,25600000
Julia Michaels,52200000
SZA,20300000
Kelly Clarkson,68000000
Kesha,21600000
Lady Gaga,306000000
P!nk,442000000
Ed Sheeran,124000000
The Chainsmokers,24400000
Imagine Dragons,92000000
Portugal. The Man,1280000000
Zedd,20500000
Michael Bublé,10100000
Bob Dylan,157000000
Seth MacFarlane,17100000
Sarah McLachlan,10300000
Michael Bublé,10100000
Coldplay,62300000
Lana Del Rey,64300000
Imagine Dragons,92000000
Kesha,21600000
Ed Sheeran,124000000
Bonobo,81100000
CamelPhat,2520000
Gorillaz,34800000
Kraftwerk,20800000
Mura Masa,11600000
ODESZA,2620000
Sylvan Esso,783000
Mastodon,176000000
Metallica,101000000
Nothing More,2120000000
Queens of the Stone Age,46000000
The War On Drugs,check
Leonard Cohen,72700000
Chris Cornell,41400000
Foo Fighters,44400000
Kaleo,3920000
Arcade Fire,195000000
K.Flay,8640000
Avenged Sevenfold,19900000
Code Orange,5130000000
Meshuggah,3210000
Body Count,1330000000
August Burns Red,80300000
Mastodon,176000000
Gorillaz,34800000
LCD Soundsystem,28600000
Father John Misty,16700000
The National,6080000000
Childish Gambino,19500000
SZA,20300000
The Weeknd,55100000
Daniel Caesar,74800000
Ledisi,996000
PJ Morton,13600000
Musiq Soulchild,1720000
Big Sean,589000000
Cardi B,208000000
Danger Mouse,55500000
Rapsody,3100000
Kendrick Lamar,70600000
Kendrick Lamar,70600000
Migos,37200000
Rapsody,3100000
6LACK,9380000
GoldLink,4170000
"Tyler, The Creator", The Creator
Morgan Heritage,102000000
Morgan Heritage,102000000
Kenny Chesney,12000000
Lady Antebellum,11100000
Little Big Town,1750000000
Thomas Rhett,25500000
Chris Stapleton,21500000
Gregg Allman,3670000
Brent Cobb,4720000
Iron & Wine,4630000000
Jason Isbell and the 400 Unit,787000
The Mavericks,102000000
Ryan Gosling,29500000
Alessia Cara,20700000
ZAYN,75000000
Sia,676000000
Andra Day,46300000
Tina Campbell,44500000
J.J. Hairston & Youthful Praise,857000
Le'Andria Johnson,3070000
The Walls Group,569000000
CeCe Winans,1850000
Casting Crowns,12100000
dné,90600000
Aquilo,43700000
Jake Houlsby,84400
Fenne Lily,112000
Lists,9620000000
Old Sea Brigade,22100000
Chloe Foy,3870000
Charlie Cunningham,16100000
Jesse Marchant,879000
Bruno Major,101000000
Ian Randall Thornton,3310000
S. Carey,168000000
Novo Amor,340000000
Nick Mulvey,1050000
Lord Huron,7050000
Crow's Feet,7960000
Oskar Schuster,1530000
The Barr Brothers,25300000
Kyson,1290000
All The Luck In The World,649000000
The Howl & The Hum,38800000
James Yorkston,220000
Beta Radio,214000000
Rose Elinor Dougall,160000
Anna Leone,81600000
Ralegh Long,268000
Nils Frahm,1870000
Axel Flovent,46200
Rhye,1560000
Imaginary Future,69200000
Sigrid,36800000
Menke,6770000
Talos,11000000
Sampha,874000
Little Dragon,753000000
The Last Dinosaur,210000000
Benjamin Francis Leftwich,537000
Liza Anne,23900000
St. South,5570000000
Z Berg,192000000
Sumie,25200000
Billie Marten,723000
Wild Child,967000000
Oh Land,885000000
Sivu,44100000
Meadowlark,8710000
Cecilia Ebba,1490000
Allman Brown,10600000
Lizzie Loveless,363000
James Heather,214000000
Luke Sital-Singh,245000
Bryde,3830000
isaac gracie,7020000
Mt. Wolf,84700000
Tapes,1370000000
Sam Airey,430000
Nathan Ball,96600000
Mary Lattimore,1620000
Mary Glenn,91900000
Shoecraft,278000
MorMor,17100000
Wovoka Gentle,54300
Weyes Blood,3920000
SYML,1920000
Siv Jakobsen,464000
Johanna Warren,13700000
Rodríguez,905000000
Astronaut Husband,11800000
Gabriel Kahane,check
Freya Ridings,1130000
Hollow Coves,1940000
Kwalia,32100
Haux,1510000
Ryan McNulty,4580000
Phoria,1390000
Ólafur Arnalds,1250000
The Paper Kites,23300000
Many Voices Speak,219000000
Billie Marten,723000
SOAK,252000000
Lady Gaga,306000000
Elton John,86700000
Billy Joel,112000000
Josh Ritter,13400000
John Lennon,99800000
Simon & Garfunkel,938000000
Carole King,57300000
Fiona Apple,27400000
Bruce Springsteen,39100000
Paul McCartney,152000000
Bob Dylan,157000000
R.E.M.,250000000
Van Morrison,111000000
John Legend,588000000
Coldplay,62300000
Ben Folds,19500000
Marc Cohn,check
Elton John,86700000
"10,000 Maniacs",000 Maniacs
David Bowie,146000000
Bette Midler,14600000
Carole King,57300000
Natalie Merchant,8750000
Norah Jones,33500000
Lily Allen,84700000
Rufus Wainwright,6050000
Billy Joel,112000000
Ryan Adams,205000000
The Fray,77900000
Kate Bush,95300000
Tori Amos,9800000
A Great Big World,5710000000
Adele,187000000
Sarah McLachlan,10300000
Van Morrison,111000000
Rachael Yamagata,2230000
Charlotte Martin,317000000
Diana Krall,7950000
Cat Power,1420000000
Kate Bush,95300000
Mott The Hoople,3260000
Stevie B,99600000
Yella Beezy,1370000
Lil Yachty,10500000
Lil Baby,414000000
Young Thug,75400000
Quavo,14500000
YoungBoy Never Broke Again,19400000
Kodak Black,127000000
Plies,12400000
Lil Mosey,1770000
Lil Donald,66000000
YNW Melly,5920000
Quavo,14500000
Lil Wayne,98100000
Kevin Gates,62600000
Young Scooter,83200000
Famous Dex,13900000
Kodak Black,123000000
Young Dolph,13200000
6LACK,9380000
Young Thug,75400000
Rico Pressley,779000
T.I.,2700000000
Ralo,9440000
Kevin Gates,62600000
Future,4460000000
OG Maco,1140000
T.I.,2700000000
Young Dolph,12200000
Moneybagg Yo,3160000
YoungBoy Never Broke Again,19400000
Travis Scott,218000000
Lil Wayne,98100000
Young Thug,75400000
Tokyo Jetz,720000
Lil Baby,414000000
Young Thug,check
Moneybagg Yo,3160000
Young Dolph,12200000
J.I.D,14400000
Marlo,19000000
Young Nudy,2960000
Eearz,184000
Lil Gnar,1690000
Gucci Mane,40900000
6LACK,9380000
Rich The Kid,693000000
King Mez,3990000
Gucci Mane,40900000
Translee,134000
Lil Baby,399000000
Smokepurpp,3430000
DJ Holiday,233000000
Young Thug,75400000
Only One Felipe,73200000
Drako,4650000
Tech N9ne,6380000
K CAMP,1100000000
FXXXXY,25400
Quavo,14500000
Lil Baby,414000000
Lil Yachty,10500000
MadeinTYO,1550000
Travis Scott,218000000
J. Cole,517000000
T.I.,2700000000
Jack Harlow,15800000
Travis Scott,218000000
SahBabii,596000
Euro Gotit,81900
Kap G,68700000
DaniLeigh,1170000
HoodRich Pablo Juan,955000
Kodie Shane,566000
Derez De’Shon,865000
Blake,334000000
Big Baby Scumbag,3450000
2 Chainz,23100000
Young Nudy,2960000
Denzel Curry,7910000
Lil Pump,56000000
Young Thug,75400000
YoungBoy Never Broke Again,19400000
Skooly,628000
Rich The Kid,693000000
Yung Bleu,6730000
Reese LAFLARE,190000
Kap G,68700000
XXXTENTACION,64100000
Yung Bans,10500000
Future,4460000000
Wifisfuneral,642000
Lil Duval,7640000
Young Nudy,2960000
Key Glock,11800000
YoungBoy Never Broke Again,19400000
Kevin Gates,62600000
Derez De’Shon,865000
Lil Baby,414000000
FXXXXY,25400
Zaytoven,1990000
Kanye West,136000000
Young Thug,75400000
Kodak Black,123000000
Anderson .Paak,6290000
Saweetie,1390000
Bryce Vine,4930000
DRAM,88700000
Joyner Lucas,15700000
Ciara,65800000
THEY.,13800000000
Gucci Mane,40900000
Bazzi,14600000
Mac Miller,129000000
Jason Derulo,17500000
iSHi,14200000
Bri Steves,210000
Cardi B,191000000
KYLE,345000000
Vince Harder,12300000
Bad Bunny,194000000
YoungBoy Never Broke Again,19400000
Majid Jordan,5900000
Ar'mon & Trey,420000000
Dan Caplen,840000
Blake,334000000
Phora,2890000
Theia,12600000
Cypress Hill,56400000
Ciara,65800000
Bugzy Malone,1830000
Post Malone,142000000
A Boogie Wit da Hoodie,7080000
Tayla Parx,2200000
Lil Skies,21600000
Mahalia,4900000
Goody Grace,6000000
Wale,97700000
Sage The Gemini,12400000
Keedah & Ganjy,48900
Skizzy Mars,357000
Bryce Vine,4930000
